"Root","Project","Docs","Bytes","PRD","Roadmap","Finance","Design","Architecture","LegalRisk","Recent","KeyDocs","HeadingSample"
"Voyager","02_Die_rabbits_die","13","3532","2","3","0","4","5","0","2026-03-27 18:36","05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\02_die_rabbits_die.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\_meta\owner.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\docs\PRD.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\docs\GLOSSARY.md | 05_videojuegos\02_Die_rabbits_die\Documentacion para la IA\docs\TEST_PLAN.md","CHANGELOG - Die Rabbits Die || [Unreleased] - 2026-03-27 || CLAUDE.md - Die Rabbits Die || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || GLOSSARY - Die Rabbits Die || STATUS || DESIGN_SPEC - Die Rabbits Die || Estetica || STATUS"
"Voyager","02_The_good_liar","13","3357","2","4","0","4","4","0","2026-03-27 18:36","06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\02_the_good_liar.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\_meta\questions-log.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\PROTOCOL.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\_meta\owner.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\docs\ROADMAP.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\docs\PRD.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\docs\TEST_PLAN.md | 06_Juegos de mesa\02_The_good_liar\Documentacion para la IA\docs\GLOSSARY.md","CLAUDE.md - The Good Liar || CHANGELOG - The Good Liar || [Unreleased] - 2026-03-27 || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || Questions Log - The Good Liar || Owner del Proyecto"
"Voyager","03_App_david","12","5888","1","3","0","5","6","1","2026-03-27 22:51","02_App IOS y android\03_App_david\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\03_App_david\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\03_App_david\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\03_App_david\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\03_App_david\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\03_App_david\Documentacion para la IA\CLAUDE.md | 02_App IOS y android\03_App_david\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\03_App_david\Documentacion para la IA\CHANGELOG.md","CLAUDE.md - Entry Point para Claude Code || Proyecto: App David (NeuroCoach Personal) || Estado: CONTEXTO RESUELTO (APPROVED) || CHANGELOG - App David (NeuroCoach Personal) || [Unreleased] - 2026-03-27 || Changed || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || Owner del Proyecto || Questions Log - App David (NeuroCoach Personal) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad"
"Voyager","03_Debatia","13","10983","4","4","0","11","5","2","2026-03-27 16:01","01_software\03_Debatia\Documentacion para la IA\03_Debatia.md | 01_software\03_Debatia\Documentacion para la IA\PROTOCOL.md | 01_software\03_Debatia\Documentacion para la IA\docs\PRD.md | 01_software\03_Debatia\Documentacion para la IA\docs\ROADMAP.md | 01_software\03_Debatia\Documentacion para la IA\docs\GLOSSARY.md | 01_software\03_Debatia\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\03_Debatia\Documentacion para la IA\docs\TDD.md | 01_software\03_Debatia\Documentacion para la IA\CLAUDE.md","PROTOCOL.md — Protocolo Maestro de Desarrollo de Software || ⛔ SI ESTE ARCHIVO NO EXISTE O NO ES LEGIBLE || ⚠️ INSTRUCCIÓN CRÍTICA PARA CUALQUIER IA QUE LEA ESTE ARCHIVO || Questions Log — Debatia || Categoría: Propósito || Categoría: Usuarios || Supuestos Activos || Owner del Proyecto || CLAUDE.md — Entry Point para Claude Code || CHANGELOG — PROTOCOL.md"
"Voyager","03_Hot_dog_hero!","14","99638","2","5","0","5","4","2","2026-03-27 18:36","05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\03_hot_dog_hero!.md | 05_videojuegos\03_Hot_dog_hero!\47_Hot Dog Hero!.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\_meta\owner.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\docs\PRD.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\03_Hot_dog_hero!\Documentacion para la IA\docs\GLOSSARY.md","🌭 Hot Dog Hero! - Concepto de Diseño de Videojuego || 🌟 Visión General || 📐 Mecánicas y Sistemas de Juego || 🦊 Facciones de la Ciudad || 🏁 Conclusión || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || CLAUDE.md - Hot Dog Hero! || CHANGELOG - Hot Dog Hero! || [Unreleased] - 2026-03-27 || Questions Log - Hot Dog Hero!"
"Voyager","03_Titanes","14","32646","2","5","0","5","5","1","2026-03-27 18:36","06_Juegos de mesa\03_Titanes\Documentacion para la IA\03_Titanes.md | 06_Juegos de mesa\03_Titanes\18_Titanes.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\_meta\questions-log.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\PROTOCOL.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\_meta\owner.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\docs\PRD.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\docs\ROADMAP.md | 06_Juegos de mesa\03_Titanes\Documentacion para la IA\docs\GLOSSARY.md","CHANGELOG - Titanes || [Unreleased] - 2026-03-27 || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || Questions Log - Titanes || Owner del Proyecto || CLAUDE.md - Titanes"
"Voyager","04_App_juego_inglÃ©s_con_ia","12","5608","1","3","0","4","5","0","2026-03-27 22:52","02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\CLAUDE.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\docs\GLOSSARY.md | 02_App IOS y android\04_App_juego_inglÃ©s_con_ia\Documentacion para la IA\_meta\owner.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point || Proyecto: SpeakIA (App Juego Ingles con IA) || Estado: CONTEXTO RESUELTO (APPROVED) || CHANGELOG - SpeakIA (App Juego Ingles con IA) || [Unreleased] - 2026-03-27 || Changed || Questions Log - SpeakIA (App Juego Ingles con IA) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto"
"Voyager","04_App_juego_inglés_con_ia","1","1483","0","1","0","1","0","0","2025-09-08 03:31","02_App IOS y android\04_App_juego_inglés_con_ia\Documentacion para la IA\04_app_juego_inglés_con_ia.md","USER || ASSISTANT || ASSISTANT"
"Voyager","04_Ethyria","25","564138","8","17","0","22","16","6","2026-03-27 16:56","01_software\04_Ethyria\Ethyria\14-46-47-Ethyria_AI.md | 01_software\04_Ethyria\ethyria_manual_completo_desarrollo.md | 01_software\04_Ethyria\PROTOCOL.md | 01_software\04_Ethyria\Ethyria\reporte_final_explorador_archivos_ia.md | 01_software\04_Ethyria\Ethyria\ethyria_guia_construccion.md | 01_software\04_Ethyria\ethyria_guia_construccion.md | 01_software\04_Ethyria\Ethyria\ethyria_documentacion_tecnica.md | 01_software\04_Ethyria\ethyria_documentacion_tecnica.md","CHANGELOG — Ethyria: Historial de Cambios || [Unreleased] — 2026-03-27 || Added || Technical Debt || Questions Log — Ethyria || Categoría: Propósito || Categoría: Usuarios || Categoría: Técnico || Categoría: Datos y Seguridad || Categoría: Escala y Entornos || Categoría: Calidad y Criterios || Supuestos Activos || Owner del Proyecto || CLAUDE.md — Entry Point para Claude Code || Proyecto: Ethyria (AI Emocional Evolutiva) || Estado de Documentación || PROTOCOL.md — Protocolo Maestro de Desarrollo de Software || ⛔ SI ESTE ARCHIVO NO EXISTE O NO ES LEGIBLE || ⚠️ INSTRUCCIÓN CRÍTICA PARA CUALQUIER IA QUE LEA ESTE ARCHIVO || PARTE I — COMPORTAMIENTO DEL AGENTE || SECCIÓN A — PROTOCOLO DE INICIO DE SESIÓN OBLIGATORIO || SECCIÓN B — SISTEMA DE ANUNCIOS DE POSICIÓN || SECCIÓN C — RE-ANCLAJE PERIÓDICO OBLIGATORIO || SECCIÓN D — GUARDADO DE EMERGENCIA POR TASK"
"Voyager","04_Kaetso","22","45675","2","8","0","12","9","0","2026-03-27 18:36","05_videojuegos\04_Kaetso\kaetso-docs\08_PROMPTS_IMAGENES.md | 05_videojuegos\04_Kaetso\kaetso-docs\03_PERSONAJES.md | 05_videojuegos\04_Kaetso\kaetso-docs\04_CASAS_ELEMENTALES.md | 05_videojuegos\04_Kaetso\kaetso-docs\06_MECANICAS.md | 05_videojuegos\04_Kaetso\kaetso-docs\07_ESTETICA.md | 05_videojuegos\04_Kaetso\kaetso-docs\05_CRONOLOGIA.md | 05_videojuegos\04_Kaetso\kaetso-docs\02_COSMOGONIA.md | 05_videojuegos\04_Kaetso\kaetso-docs\01_VISION_PROYECTO.md","⚖️ Cosmogonía || La Filosofía del Universo || Las Dos Fuerzas || 💡 La Luz (Inhalación) || 🌑 La Oscuridad (Exhalación) || El Risetto (La Pausa) || Definición || El Linaje Lao Jin || 👤 Personajes || Personajes Principales || ⚔️ KAETSO || 👁️ IZANAGI || 🛡️ MASOTTA || 💔 KAI & MIZUIRO || Los Cuatro Guardianes Corrompidos || Árbol de Relaciones || 📚 KAETSO — Compendio Universal || Documentación Oficial del Proyecto || Índice de Documentos || Estado del Mundo (Año 100) || Cita Fundamental || 🏯 Las Cuatro Grandes Casas || Los Pilares del Mundo || 🌿 Casa de la Primavera (HARU) || Información General || Antes de la Corrupción || La Corrupción de Izanagi || Como Dungeon || 🌊 Casa del Verano (NATSU) || 🎯 Visión del Proyecto || Concepto Central || El Pitch || One-Liner || Elevator Pitch || Inspiraciones || Avatar: The Last Airbender || Steampunk Japonés"
"Voyager","04_Musica_Y_Videojuegos_Master.md","1","1646","0","0","0","1","0","0","2026-03-26 04:36","04_Musica composicion\04_Musica_Y_Videojuegos_Master.md","🎵 Música y Composición - Master Doc (Categoría 04) || 01 | Música Daniel 🎹 || 🎮 Videojuegos - Master Doc (Categoría 05) || 01 | Coraline 🗝️ || 02 | Die Rabbits Die 🐰 || 03 | Hot Dog Hero! 🌭 || 04 | Kaetso ⚔️ || 05 | La Chica y el Zorro 🦊"
"Voyager","05_Calculadora_inteligente","14","17327","1","5","0","6","7","4","2026-03-27 22:52","02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\05_calculadora_inteligente.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\05_Calculadora_inteligente\62_calculadora inteligente.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\05_Calculadora_inteligente\Documentacion para la IA\docs\GLOSSARY.md","CLAUDE.md - Entry Point || Proyecto: MedCalc-IA (Calculadora Inteligente) || Estado: CONTEXTO RESUELTO (APPROVED) || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - MedCalc-IA (Calculadora Inteligente) || [Unreleased] - 2026-03-27 || Changed || Questions Log - MedCalc-IA (Calculadora Inteligente) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto"
"Voyager","05_La_chica_y_el_zorro","14","183294","2","5","0","5","5","1","2026-03-27 18:36","05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\05_la_chica_y_el_zorro.md | 05_videojuegos\05_La_chica_y_el_zorro\46_La Chica y el zorro.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\_meta\owner.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\docs\PRD.md | 05_videojuegos\05_La_chica_y_el_zorro\Documentacion para la IA\docs\GLOSSARY.md","CLAUDE.md - La Chica y el Zorro || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || Questions Log - La Chica y el Zorro || Owner del Proyecto || TEST_PLAN - La Chica y el Zorro || TP-1.1: Core || STATUS"
"Voyager","06_07_Juegos_Master.md","1","1976","0","0","0","1","0","0","2026-03-26 04:36","06_Juegos de mesa\06_07_Juegos_Master.md","🎲 Juegos de Mesa - Master Doc (Categoría 06) || 01 | Dragon Alebrije 🐉 || 02 | The Good Liar 🃏 || 03 | Titanes 🏛️ || 🌌 Unova Games - Master Doc (Categoría 07) || 01 | Obsidian 🌑 || 02 | Hot Dog Hero! (Unova Edition) 🌭 || 03 | Icons 🖼️"
"Voyager","06_Couplepay","14","9520","1","4","5","7","6","1","2026-03-27 18:34","02_App IOS y android\06_Couplepay\Documentacion para la IA\06_Couplepay.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\06_Couplepay\desarrollo\README.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\06_Couplepay\Documentacion para la IA\docs\GLOSSARY.md","Run and deploy your AI Studio app || Run Locally || Owner del Proyecto || Questions Log - Couplepay || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || CLAUDE.md - Entry Point para Claude Code || Proyecto: Couplepay || Estado: Todos DRAFT || CHANGELOG - Couplepay || [Unreleased] - 2026-03-27 || Added || Technical Debt"
"Voyager","06_hyperpane","70","421216","10","24","0","67","43","4","2026-03-27 18:33","01_software\06_hyperpane\Hyperpane\docs\15-15-15-___Explicaci_n_proyecto_Hyperpane.md | 01_software\06_hyperpane\Hyperpane\docs\12-6-20-Proyecto_Hyperpane.md | 01_software\06_hyperpane\Hyperpane\docs\02_ESPECIFICACION_FUNCIONAL.md | 01_software\06_hyperpane\Hyperpane\docs\02_STACK_Y_ARQUITECTURA.md | 01_software\06_hyperpane\Hyperpane\docs\06_ANALISIS_CODIGO_DESARROLLO.md | 01_software\06_hyperpane\Hyperpane\docs\04_ANALISIS_MODULOS.md | 01_software\06_hyperpane\Hyperpane\hyperpane_codex\CODEX_MASTER_BRIEF.md | 01_software\06_hyperpane\Hyperpane\docs\03_PIPELINE_DESARROLLO.md","CHANGELOG - Hyperpane || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Hyperpane || Estado de Documentacion || Owner del Proyecto || Questions Log - Hyperpane || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","06_Nanny_ninja","13","3766","3","3","0","4","4","0","2026-03-27 18:36","05_videojuegos\06_Nanny_ninja\Documentacion para la IA\06_nanny_ninja.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\_meta\owner.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\docs\PRD.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\docs\TEST_PLAN.md | 05_videojuegos\06_Nanny_ninja\Documentacion para la IA\docs\GLOSSARY.md","CHANGELOG - Nanny Ninja || [Unreleased] - 2026-03-27 || CLAUDE.md - Nanny Ninja || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || PRD - Nanny Ninja || Resumen || Stack || STATUS || TEST_PLAN - Nanny Ninja || TP-1.1: Core || STATUS"
"Voyager","07_HilarIA","14","13539","1","5","0","7","5","0","2026-03-27 18:34","02_App IOS y android\07_HilarIA\Documentacion para la IA\07_HilarIA.md | 02_App IOS y android\07_HilarIA\48_HilarIA.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\07_HilarIA\Documentacion para la IA\docs\ROADMAP.md","CLAUDE.md - Entry Point para Claude Code || Proyecto: HilarIA || Estado: Todos DRAFT || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || Owner del Proyecto || Questions Log - HilarIA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || USER_DOCS - HilarIA || Inicio Rapido || STATUS"
"Voyager","07_julia","1","8239","1","1","0","1","1","1","2026-02-22 23:38","01_software\07_julia\julia react\Julia AI\Julia AI\Que es julia ai .md","🌟 DOCUMENTO CONCEPTUAL: JULIA AI || 1. Visión General || 1.1. Ecosistema Competitivo: Por qué JULIA AI destaca || 2. Pilares Fundamentales del Producto || 2.1. El Conocimiento como una Entidad Viva || 2.2. Estructura Modular (""Satélites"") || 2.3. Control Parametrizado de la IA || 2.4. Identidad Visual y Experiencia (Liquid UI)"
"Voyager","07_Neko_nesushi_","12","2633","2","3","0","3","4","0","2026-03-27 18:36","05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\_meta\owner.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\docs\PRD.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\docs\TEST_PLAN.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\docs\GLOSSARY.md | 05_videojuegos\07_Neko_nesushi_\xf0\x9f\x90\x88\xe2\x80\x8d\xe2\xac\x9b\Documentacion para la IA\docs\TDD.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || CHANGELOG - Neko Nesushi || [Unreleased] - 2026-03-27 || CLAUDE.md - Neko Nesushi || USER_DOCS - Neko Nesushi || STATUS || DESIGN_SPEC - Neko Nesushi || Estetica || STATUS"
"Voyager","07_Neko_nesushi_🐈‍⬛","1","1746","0","0","0","1","0","0","2026-03-22 02:08","05_videojuegos\07_Neko_nesushi_🐈‍⬛\Documentacion para la IA\07_neko_nesushi_🐈‍⬛.md","🐈‍⬛ Neko Nesushi || 📋 Resumen del Proyecto || 🎯 Objetivos Principales || 🛠 Entregables y Archivos Clave || 🚀 Próximos Pasos"
"Voyager","08_ipad_magic_pro","14","9330","3","4","0","10","5","0","2026-03-27 18:34","02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\08_ipad_magic_pro.md | 02_App IOS y android\08_ipad_magic_pro\45_iPad Magic Pro.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\08_ipad_magic_pro\Documentacion para la IA\docs\ROADMAP.md","📱 iPad Magic Pro - App Híbrida de Productividad || 🌟 Visión General || 📐 Funciones Core Integradas || 🏁 Conclusión || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - iPad Magic Pro || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: iPad Magic Pro || Estado: Todos DRAFT || GLOSSARY - iPad Magic Pro || Terminos || STATUS"
"Voyager","08_MaterialCode","14","36355","4","10","0","13","7","0","2026-03-27 17:57","01_software\08_MaterialCode\PROTOCOL.md | 01_software\08_MaterialCode\MaterialCode.md | 01_software\08_MaterialCode\_meta\questions-log.md | 01_software\08_MaterialCode\Documentacion para la IA\08_materialcode.md | 01_software\08_MaterialCode\docs\ROADMAP.md | 01_software\08_MaterialCode\docs\PRD.md | 01_software\08_MaterialCode\docs\TDD.md | 01_software\08_MaterialCode\docs\GLOSSARY.md","CLAUDE.md — Entry Point para Claude Code || Proyecto: MaterialCode (Genesis v2) || Estado de Documentación || CHANGELOG — MaterialCode (Genesis): Historial de Cambios || [Unreleased] — 2026-03-27 || Added || Technical Debt || TDD — MaterialCode (Genesis): Arquitectura y ML Pipeline || 1. Stack Tecnológico || 2. Arquitectura del Motor (Genesis Core) || 3. Especificación del NodeGraph || 4. Pipeline ML (Dataset synthesis & Training) || 5. Almacenamiento || STATUS || USER_DOCS — Gua de Usuario: Mi Primera Receta || 1. Inicio Rápido || 2. Parámetros Críticos || 3. Uso de la IA (Beta) || 4. Exportación || STATUS || ROADMAP — MaterialCode (Genesis): Plan de Ejecución v2.0 || FASE 1 — Editor Visual (NodeGraph) || TASK-1.1.1 — Motor de Grafos e Interfaz Base || TASK-1.2.1 — Compilador Grafo ↔ recipe.json || FASE 2 — Preview WebGL en Tiempo Real || TASK-2.1.1 — Uber-Shader Dinámico || FASE 3 — Pipeline de Datos y ML (Dataset Synthesis) || TASK-3.1.1 — Generador Sintético de 50k Recetas"
"Voyager","08_Viajeros","13","4359","2","4","0","4","4","0","2026-03-27 18:36","05_videojuegos\08_Viajeros\Documentacion para la IA\08_Viajeros.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\_meta\questions-log.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\PROTOCOL.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\_meta\owner.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\docs\PRD.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\docs\ROADMAP.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\docs\GLOSSARY.md | 05_videojuegos\08_Viajeros\Documentacion para la IA\docs\TEST_PLAN.md","Owner del Proyecto || Questions Log - Viajeros || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || CLAUDE.md - Viajeros || CHANGELOG - Viajeros || [Unreleased] - 2026-03-27"
"Voyager","09_MedicIA","14","7115","1","3","0","7","6","12","2026-03-27 18:34","02_App IOS y android\09_MedicIA\Documentacion para la IA\09_MedicIA.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\09_MedicIA\README.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\09_MedicIA\Documentacion para la IA\docs\GLOSSARY.md","Run and deploy your AI Studio app || Run Locally || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - MedicIA || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: MedicIA || Estado: Todos DRAFT || Questions Log - MedicIA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad"
