"Root","Project","Top","RelativePath","FileName","Bytes","Modified","HeadingSample","HasPRD","HasRoadmap","HasFinance","HasDesign","HasArchitecture","HasLegalRisk"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas).md","Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas).md","8734","2025-07-30 07:58","Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas) || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Sistema de Blur Inteligente Avanzado || Tareas: || Entregables: || Bloque 3: Desarrollo del Launcher Visual y Panel de Configuración","0","0","0","1","1","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Guía_ Desarrollo Automatizado con Alternativas Open Source y Gratuitas.md","Guía_ Desarrollo Automatizado con Alternativas Open Source y Gratuitas.md","12523","2025-07-30 07:58","Guía: Desarrollo Automatizado con Alternativas Open Source y Gratuitas || Índice || 1. Comparativa de Soluciones || Modelos de IA para Generación de Código || Herramientas de Automatización || 2. Configuración de Alternativas Open Source || 2.1 Configuración Local de CodeLlama || 2.2 Configuración de TabbyML","0","0","1","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Estructura de Desarrollo del Proyecto SereneSymphony.md","Estructura de Desarrollo del Proyecto SereneSymphony.md","3503","2025-07-30 07:58","Estructura de Desarrollo del Proyecto SereneSymphony || Objetivo Principal || Componentes Principales || 1. Aplicación Principal (Launcher Visual) || 2. Sistema de Blur Inteligente || 3. Motor de IA Adaptativa || 4. Gestión Inteligente de Ventanas (SmartWindow) || 5. Modo Gamer Inteligente","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Resumen del Proyecto SereneSymphony.md","Resumen del Proyecto SereneSymphony.md","6029","2025-07-30 07:58","Resumen del Proyecto SereneSymphony || Descripción General || Funcionalidad Principal || Estado Actual del Desarrollo || Componentes Principales || Plan de Desarrollo || Enfoque de Desarrollo || Mejoras Planificadas","0","1","1","1","0","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloques de Desarrollo del Proyecto SereneSymphony.md","Bloques de Desarrollo del Proyecto SereneSymphony.md","5071","2025-07-30 07:58","Bloques de Desarrollo del Proyecto SereneSymphony || Bloque 1: Configuración del Entorno y Base del Sistema || Tareas: || Entregables: || Bloque 2: Aplicación Principal (Launcher Visual) || Tareas: || Entregables: || Bloque 3: Sistema de Blur Inteligente Avanzado","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloque 1_ Unificación y Mejora de la Base del Sistema.md","Bloque 1_ Unificación y Mejora de la Base del Sistema.md","2553","2025-07-30 07:58","Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas Detalladas || 1. Unificar el código base || 2. Mejorar la detección de visibilidad del escritorio || 3. Implementar sistema de optimización de recursos || 4. Desarrollar transiciones fluidas || 5. Establecer base para perfiles predefinidos || 6. Implementar sistema de logging y depuración","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloques de Desarrollo para SereneSymphony (Versión Unificada).md","Bloques de Desarrollo para SereneSymphony (Versión Unificada).md","6003","2025-07-30 07:58","Bloques de Desarrollo para SereneSymphony (Versión Unificada) || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Desarrollo del Launcher Visual Avanzado || Tareas: || Entregables: || Bloque 3: Sistema de Blur Inteligente Avanzado","0","1","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Comparación de Versiones y Recomendación Base para SereneSymphony.md","Comparación de Versiones y Recomendación Base para SereneSymphony.md","5034","2025-07-30 07:58","Comparación de Versiones y Recomendación Base para SereneSymphony || Análisis Comparativo || Versión 1 (31 de mayo) || Versión 2 (27 de mayo) || Análisis Técnico Detallado || Estructura del Proyecto || Componentes Clave || Rendimiento y Optimización","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Documento Técnico_ SereneSymphony.md","Documento Técnico_ SereneSymphony.md","15049","2025-07-30 07:58","Documento Técnico: SereneSymphony || 1. Descripción General || 2. Arquitectura del Sistema || 2.1 Componentes Principales || 2.2 Diagrama de Interacción de Componentes || 3. Funcionalidades Detalladas || 3.1 Detección de Visibilidad del Escritorio || 3.2 Sistema de Blur Dinámico","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Prompts para Generación de Código - Bloque 1_ Unificación y Mejora de la Base del Sistema.md","Prompts para Generación de Código - Bloque 1_ Unificación y Mejora de la Base del Sistema.md","9749","2025-07-30 07:58","Prompts para Generación de Código - Bloque 1: Unificación y Mejora de la Base del Sistema || 1. Unificación del Código Base || Prompt para ChatGPT-4/Claude: || 2. Sistema de Detección de Visibilidad del Escritorio || Prompt para ChatGPT-4/Claude: || 3. Sistema de Optimización de Recursos || Prompt para ChatGPT-4/Claude: || 4. Sistema de Transiciones Fluidas","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Mejoras y Requisitos Adicionales Identificados en el Chat Histórico.md","Mejoras y Requisitos Adicionales Identificados en el Chat Histórico.md","2908","2025-07-30 07:58","Mejoras y Requisitos Adicionales Identificados en el Chat Histórico || Comportamiento del Blur Dinámico || Corrección del Comportamiento || Detección Avanzada de Visibilidad || Sistema de Profundidad por Capas || Efecto de Profundidad en Ventanas || Gestión Artística de Iconos || Animaciones y Transiciones","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloque 1_ Configuración del Entorno y Base del Sistema.md","Bloque 1_ Configuración del Entorno y Base del Sistema.md","13069","2025-07-30 07:58","Bloque 1: Configuración del Entorno y Base del Sistema || Estructura de Carpetas Propuesta || Referencias Nativas Necesarias || Clase Base para Detección del Escritorio || Clase Base para Gestión de Blur","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Bloques de Desarrollo Actualizados para SereneSymphony.md","Bloques de Desarrollo Actualizados para SereneSymphony.md","7453","2025-07-30 07:58","Bloques de Desarrollo Actualizados para SereneSymphony || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Sistema de Blur Inteligente Avanzado || Tareas: || Entregables: || Bloque 3: Desarrollo del Launcher Visual y Tarjeta Emocional","0","0","0","1","1","0"
"Voyager","16_Pulsar_Tiktok","01_software","01_software\16_Pulsar_Tiktok\pulsar-project\Pulsar_System\demo-app\README.md","README.md","2456","2026-03-11 01:39","Pulsar Eventide — Demo App || Arranque rápido || 1. Levantar el motor || En la raíz del proyecto || 2. Instalar y correr la demo || Variables de entorno || URL del motor Pulsar (server-side proxy — NO expuesta al cliente) || URL base pública (Next.js — opcional para el badge de estado)","0","0","0","1","0","0"
"Voyager","20_slap-faast","01_software","01_software\20_slap-faast\Slap!Faast\desarrollo\ZADIG_GUIDE_KINECT.md","ZADIG_GUIDE_KINECT.md","1558","2025-12-23 03:23","Guía de Instalación de Drivers Kinect (Zadig) || Pasos || Verificación || Si algo sale mal","0","0","0","1","1","0"
"Voyager","20_slap-faast","01_software","01_software\20_slap-faast\Slap!Faast\desarrollo\CUSTOM_SDK_PLAN.md","CUSTOM_SDK_PLAN.md","3450","2025-12-23 05:24","Plan: Nuestro SDK Personalizado para Kinect || Estrategia || Arquitectura || Componentes del SDK Oficial que Usaremos || 1. DLL Principal: `Kinect10.dll` || 2. APIs de Control de Hardware || Rango: -27 a +27 grados || 3. Video Streams","0","1","0","1","1","0"
"Voyager","20_slap-faast","01_software","01_software\20_slap-faast\Slap!Faast\desarrollo\REDISTRIBUTABLE_SDK_PLAN.md","REDISTRIBUTABLE_SDK_PLAN.md","2792","2025-12-23 06:01","Plan: SDK Propio Redistribuible con libfreenect || El Camino Correcto || Arquitectura Final || Prerequisitos para Compilar || Pasos de Compilación || 1. Clonar libfreenect || 2. Crear directorio de build || 3. Generar proyecto con CMake","1","1","0","1","1","0"
"Voyager","20_slap-faast","01_software","01_software\20_slap-faast\Slap!Faast\desarrollo\KINECT_QUICK_START.md","KINECT_QUICK_START.md","3724","2025-12-23 13:22","Slap!Faast - Kinect Quick Start Guide || 🚀 Ready-to-Use Components || 1. Control Kinect Motor and LED || Initialize || Examples || Cleanup || 2. Track Hands, Body, and Face || 3. Auto-Tracking Camera (Kinect Motorized!)","0","0","0","1","1","0"
"Voyager","20_slap-faast","01_software","01_software\20_slap-faast\Slap!Faast\desarrollo\SDK_ARCHITECTURE_ANALYSIS.md","SDK_ARCHITECTURE_ANALYSIS.md","2970","2025-12-23 11:15","Análisis Técnico: Microsoft Kinect SDK vs Python Driver || 1. El Problema Nuclear: Transferencias Isócronas || La Barrera de Windows || 2. Arquitectura del SDK Oficial || Flujo de Inicialización (Reverse Engineered) || 3. ¿Cómo imitarlo? (La Solución Hardcore) || 4. Conclusión","0","1","1","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Documento Técnico_ SereneSymphony.md","Documento Técnico_ SereneSymphony.md","15049","2025-06-03 15:30","Documento Técnico: SereneSymphony || 1. Descripción General || 2. Arquitectura del Sistema || 2.1 Componentes Principales || 2.2 Diagrama de Interacción de Componentes || 3. Funcionalidades Detalladas || 3.1 Detección de Visibilidad del Escritorio || 3.2 Sistema de Blur Dinámico","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Guía_ Desarrollo Automatizado con Alternativas Open Source y Gratuitas.md","Guía_ Desarrollo Automatizado con Alternativas Open Source y Gratuitas.md","12523","2025-06-03 15:30","Guía: Desarrollo Automatizado con Alternativas Open Source y Gratuitas || Índice || 1. Comparativa de Soluciones || Modelos de IA para Generación de Código || Herramientas de Automatización || 2. Configuración de Alternativas Open Source || 2.1 Configuración Local de CodeLlama || 2.2 Configuración de TabbyML","0","0","1","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Estructura de Desarrollo del Proyecto SereneSymphony.md","Estructura de Desarrollo del Proyecto SereneSymphony.md","3503","2025-06-03 15:30","Estructura de Desarrollo del Proyecto SereneSymphony || Objetivo Principal || Componentes Principales || 1. Aplicación Principal (Launcher Visual) || 2. Sistema de Blur Inteligente || 3. Motor de IA Adaptativa || 4. Gestión Inteligente de Ventanas (SmartWindow) || 5. Modo Gamer Inteligente","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloques de Desarrollo Actualizados para SereneSymphony (Con Integración de Diseño UI).md","Bloques de Desarrollo Actualizados para SereneSymphony (Con Integración de Diseño UI).md","8056","2025-06-03 15:30","Bloques de Desarrollo Actualizados para SereneSymphony (Con Integración de Diseño UI) || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Sistema de Blur Inteligente Avanzado || Tareas: || Entregables: || Bloque 3: Desarrollo del Launcher Visual y Panel de Configuración","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloque 1_ Unificación y Mejora de la Base del Sistema.md","Bloque 1_ Unificación y Mejora de la Base del Sistema.md","2553","2025-06-03 15:30","Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas Detalladas || 1. Unificar el código base || 2. Mejorar la detección de visibilidad del escritorio || 3. Implementar sistema de optimización de recursos || 4. Desarrollar transiciones fluidas || 5. Establecer base para perfiles predefinidos || 6. Implementar sistema de logging y depuración","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloques de Desarrollo del Proyecto SereneSymphony.md","Bloques de Desarrollo del Proyecto SereneSymphony.md","5071","2025-06-03 15:30","Bloques de Desarrollo del Proyecto SereneSymphony || Bloque 1: Configuración del Entorno y Base del Sistema || Tareas: || Entregables: || Bloque 2: Aplicación Principal (Launcher Visual) || Tareas: || Entregables: || Bloque 3: Sistema de Blur Inteligente Avanzado","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md","Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md","16587","2025-06-03 15:30","Guía Completa: Automatización del Desarrollo con GitHub Actions y OpenAI API || Índice || 1. Configuración de GitHub || 1.1 Crear una Cuenta de GitHub (si no la tienes) || 1.2 Instalar GitHub Desktop || 2. Obtener una Clave de API de OpenAI || 3. Crear un Repositorio para SereneSymphony || 3.1 Crear el Repositorio","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Mejoras y Requisitos Adicionales Identificados en el Chat Histórico.md","Mejoras y Requisitos Adicionales Identificados en el Chat Histórico.md","2908","2025-06-03 15:30","Mejoras y Requisitos Adicionales Identificados en el Chat Histórico || Comportamiento del Blur Dinámico || Corrección del Comportamiento || Detección Avanzada de Visibilidad || Sistema de Profundidad por Capas || Efecto de Profundidad en Ventanas || Gestión Artística de Iconos || Animaciones y Transiciones","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloques de Desarrollo para SereneSymphony (Versión Unificada).md","Bloques de Desarrollo para SereneSymphony (Versión Unificada).md","6003","2025-06-03 15:30","Bloques de Desarrollo para SereneSymphony (Versión Unificada) || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Desarrollo del Launcher Visual Avanzado || Tareas: || Entregables: || Bloque 3: Sistema de Blur Inteligente Avanzado","0","1","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloque 1_ Configuración del Entorno y Base del Sistema.md","Bloque 1_ Configuración del Entorno y Base del Sistema.md","13069","2025-06-03 15:30","Bloque 1: Configuración del Entorno y Base del Sistema || Estructura de Carpetas Propuesta || Referencias Nativas Necesarias || Clase Base para Detección del Escritorio || Clase Base para Gestión de Blur","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\analisis_diseno_configuracion.md","analisis_diseno_configuracion.md","2713","2025-06-03 15:30","Análisis del Diseño de Interfaz de Configuración || Descripción General || Elementos Clave del Diseño || Estructura Visual || Categorías de Configuración || Estilo Visual || Interactividad || Implicaciones para el Desarrollo","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Prompts para Generación de Código - Bloque 1_ Unificación y Mejora de la Base del Sistema.md","Prompts para Generación de Código - Bloque 1_ Unificación y Mejora de la Base del Sistema.md","9749","2025-06-03 15:30","Prompts para Generación de Código - Bloque 1: Unificación y Mejora de la Base del Sistema || 1. Unificación del Código Base || Prompt para ChatGPT-4/Claude: || 2. Sistema de Detección de Visibilidad del Escritorio || Prompt para ChatGPT-4/Claude: || 3. Sistema de Optimización de Recursos || Prompt para ChatGPT-4/Claude: || 4. Sistema de Transiciones Fluidas","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Análisis Comparativo de Versiones de SereneSymphony.md","Análisis Comparativo de Versiones de SereneSymphony.md","4785","2025-06-03 15:30","Análisis Comparativo de Versiones de SereneSymphony || Resumen Ejecutivo || Comparación Detallada || Estructura del Proyecto || Componentes Implementados || Servicios y Funcionalidades || Análisis de Código Clave || DesktopVisibilityService","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Mejoras de Experiencia, Rendimiento y Accesibilidad para SereneSymphony.md","Mejoras de Experiencia, Rendimiento y Accesibilidad para SereneSymphony.md","8259","2025-06-03 15:30","Mejoras de Experiencia, Rendimiento y Accesibilidad para SereneSymphony || Mejoras de Experiencia de Usuario || 1. Asistente de Configuración Inicial || 2. Notificaciones Sutiles || 3. Modo de Demostración Visual || 4. Tarjeta Emocional Mejorada || Mejoras de Rendimiento || 1. Sistema de Análisis de Impacto","0","1","0","1","0","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\todo.md","todo.md","1802","2025-06-03 15:30","Proyecto SereneSymphony - Lista de Tareas || Análisis y Planificación || Presentación del Plan || Desarrollo por Bloques || Coordinación y Seguimiento","0","1","0","1","0","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas).md","Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas).md","8734","2025-06-03 15:30","Bloques de Desarrollo Actualizados para SereneSymphony (Con Mejoras Integradas) || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Sistema de Blur Inteligente Avanzado || Tareas: || Entregables: || Bloque 3: Desarrollo del Launcher Visual y Panel de Configuración","0","0","0","1","1","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Propuestas de Mejora y Expansión para SereneSymphony.md","Propuestas de Mejora y Expansión para SereneSymphony.md","8041","2025-06-03 15:30","Propuestas de Mejora y Expansión para SereneSymphony || 1. Experiencia de Usuario Mejorada || 1.1 Asistente de Configuración Inicial || 1.2 Sistema de Notificaciones Sutiles || 1.3 Modo de Demostración Visual || 2. Optimización de Rendimiento || 2.1 Sistema de Análisis de Impacto || 2.2 Perfiles Predefinidos","0","0","0","1","0","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Comparación de Versiones y Recomendación Base para SereneSymphony.md","Comparación de Versiones y Recomendación Base para SereneSymphony.md","5034","2025-06-03 15:30","Comparación de Versiones y Recomendación Base para SereneSymphony || Análisis Comparativo || Versión 1 (31 de mayo) || Versión 2 (27 de mayo) || Análisis Técnico Detallado || Estructura del Proyecto || Componentes Clave || Rendimiento y Optimización","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Resumen del Proyecto SereneSymphony.md","Resumen del Proyecto SereneSymphony.md","6029","2025-06-03 15:30","Resumen del Proyecto SereneSymphony || Descripción General || Funcionalidad Principal || Estado Actual del Desarrollo || Componentes Principales || Plan de Desarrollo || Enfoque de Desarrollo || Mejoras Planificadas","0","1","1","1","0","1"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\Legacy\Bloques de Desarrollo Actualizados para SereneSymphony.md","Bloques de Desarrollo Actualizados para SereneSymphony.md","7453","2025-06-03 15:30","Bloques de Desarrollo Actualizados para SereneSymphony || Bloque 1: Unificación y Mejora de la Base del Sistema || Tareas: || Entregables: || Bloque 2: Sistema de Blur Inteligente Avanzado || Tareas: || Entregables: || Bloque 3: Desarrollo del Launcher Visual y Tarjeta Emocional","0","0","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\Serenesymphony_AdvancedSpec.md","Serenesymphony_AdvancedSpec.md","5312","2025-08-05 15:26","Documento Técnico Avanzado – Serenesymphony || 1. Objetivo General || 2. Funcionalidades Clave de macOS Stage Manager a Replicar || 3. Funcionalidades Exclusivas para Windows || 4. Opciones de Personalización || 5. Automatización Inteligente || 6. APIs y Librerías a Utilizar || 7. Estructura de Proyecto Sugerida","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\Serenesymphony_Instructivo.md","Serenesymphony_Instructivo.md","3627","2025-08-05 14:49","Instructivo de Desarrollo – Serenesymphony || 1. Objetivo || 2. Alcance del Proyecto || 3. Funcionalidades Principales || 4. APIs y Métodos Win32 Clave || 5. Estructura de Proyecto Sugerida || 6. Flujo de Ejecución (Pseudocódigo) || 7. Fases de Desarrollo","0","1","0","1","1","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\TRAY_ICON_FIX_SUMMARY.md","TRAY_ICON_FIX_SUMMARY.md","4064","2025-08-06 00:43","Corrección del Icono del Sistema Tray - SereneSymphony || Problema Identificado || Problemas Encontrados || Soluciones Implementadas || 1. Corrección del Handle de Ventana || 2. Corrección del Icono || 3. Agregado de Métodos Nativos || 4. Integración con MainWindow","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\IMPLEMENTATION_PROGRESS.md","IMPLEMENTATION_PROGRESS.md","7055","2025-08-06 00:49","Progreso de Implementación - SereneSymphony || Roadmap del Documento Serenesymphony_MissingAndFundamental1.md || ✅ Completado || 🔄 En Progreso || 📋 Próximos Pasos || Servicios Registrados en DI Container || Archivos Creados/Modificados || Nuevos Servicios:","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\ADVANCED_FEATURES.md","ADVANCED_FEATURES.md","9196","2025-08-05 15:34","SereneSymphony Advanced Features || 🚀 Advanced Features Overview || 1. System Tray Integration || 2. Profile Management System || 3. Advanced Glassmorphism || 4. Enhanced Window Management || 5. Automation & Intelligence || 🎯 Key Improvements Over macOS Stage Manager","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\Serenesymphony_MissingAndFundamental1.md","Serenesymphony_MissingAndFundamental1.md","7734","2025-08-06 00:05","Serenesymphony – Especificación de Funcionalidades Faltantes y Fundamentales || 1. TrayIconService (Icono en System Tray) || 1.1 Objetivo || 1.2 Requerimientos || 1.3 Especificación de Métodos || 1.4 Recursos || 2. ProfileService (Gestión de Perfiles) || 2.1 Objetivo","1","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\README.md","README.md","1264","2025-08-06 00:13","Tray Icon for SereneSymphony || Icon Requirements || Suggested Icon Design || Implementation Notes || Temporary Solution || Future Enhancement","0","0","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\DESKTOP_ICON_IMPLEMENTATION_SUMMARY.md","DESKTOP_ICON_IMPLEMENTATION_SUMMARY.md","5286","2025-08-06 00:49","Implementación del Servicio de Iconos del Escritorio - SereneSymphony || Resumen || Funcionalidades Implementadas || ✅ **Servicio DesktopIconService** || ✅ **Integración con Configuración** || ✅ **Integración con Sistema Tray** || ✅ **Integración con MainWindow** || Implementación Técnica","0","1","0","1","0","0"
"Voyager","19_serenesymphony","01_software","01_software\19_serenesymphony\serene\ExtraDocs\ANIMATIONS_IMPLEMENTATION.md","ANIMATIONS_IMPLEMENTATION.md","6643","2025-08-06 00:24","Implementación de Animaciones - SereneSymphony || Resumen || Servicios Implementados || AnimationService || Configuraciones de Animación || AnimationConfig || Configuraciones Predefinidas || Integración con la UI","0","0","0","1","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\que es transfiria.md","que es transfiria.md","119","2026-01-21 15:24","","0","0","0","0","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\PROTOCOL.md","PROTOCOL.md","942","2026-03-27 18:33","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)","0","1","0","0","1","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\CLAUDE.md","CLAUDE.md","508","2026-03-27 18:33","CLAUDE.md - Entry Point para Claude Code || Proyecto: Transfiria || Estado de Documentacion","1","1","0","1","1","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\_meta\owner.md","owner.md","286","2026-03-27 18:33","Owner del Proyecto","0","0","0","0","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\_meta\questions-log.md","questions-log.md","1631","2026-03-27 18:33","Questions Log - Transfiria || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos","1","0","0","1","1","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\TEST_PLAN.md","TEST_PLAN.md","420","2026-03-27 18:33","TEST_PLAN - Transfiria || Casos de Prueba || TP-1.1: Funcionalidad Core || Criterios de Fallo || STATUS","0","1","0","0","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\GLOSSARY.md","GLOSSARY.md","421","2026-03-27 18:33","GLOSSARY - Transfiria || Terminos del Producto || Convenciones de Naming || STATUS","1","0","0","1","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\PRD.md","PRD.md","678","2026-03-27 18:33","PRD - Transfiria || 1. Resumen Ejecutivo || 2. El Problema || 3. La Solucion || 4. Usuarios Objetivo || 5. Stack Tecnologico || 6. Criterios de Exito || STATUS","1","0","0","1","1","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\ROADMAP.md","ROADMAP.md","727","2026-03-27 18:33","ROADMAP - Transfiria || FASE 1 - Fundamentos || TASK-1.1.1 - Configuracion del entorno de desarrollo || TASK-1.2.1 - Implementacion de funcionalidad core || FASE 2 - Integracion || TASK-2.1.1 - Integracion con ecosistema Voyager || Ultima Sesion || STATUS","0","1","0","1","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\TDD.md","TDD.md","456","2026-03-27 18:33","TDD - Transfiria || 1. Stack Tecnologico || 2. Arquitectura || 3. Integraciones || 4. Requisitos No Funcionales || STATUS","0","0","0","1","1","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\USER_DOCS.md","USER_DOCS.md","376","2026-03-27 18:33","USER_DOCS - Guia del Usuario: Transfiria || 1. Inicio Rapido || 2. Funcionalidad Principal || 3. Configuracion || STATUS","0","0","0","1","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\docs\DESIGN_SPEC.md","DESIGN_SPEC.md","471","2026-03-27 18:33","DESIGN_SPEC - Transfiria || 1. Estetica Visual || 2. Flujos de Usuario || 3. Componentes UI || STATUS","0","0","0","1","0","0"
"Voyager","23_Transfiria","01_software","01_software\23_Transfiria\Documentacion para la IA\CHANGELOG.md","CHANGELOG.md","305","2026-03-27 18:33","CHANGELOG - Transfiria || [Unreleased] - 2026-03-27 || Added || Technical Debt","0","0","0","1","0","0"
